recipe_id,name,prep_time,cook_time,total_time,servings,yield,directions,image_url,category_id
935,Drupey Pie,1 hrs,50 mins,1 hrs 50 mins,8,1 to 9 - inch pie,"Preheat oven to 425 degrees F (220 degrees C). Place cherries, nectarines and apricots into a colander to drain off any excess liquid.; To Make Dough: In a medium bowl, combine flour and salt. Cut 3/4 cup of butter into flour mixture until it resembles coarse crumbs. Pour in one tablespoon of water at a time until the dough sticks together. Add additional water if necessary. Divide dough into two parts. Roll out one half toa circle 1/8 of an inch thick, then place in a 9 inch pie pan. Roll out the other half of the dough and cut into long strips about 1/2 inch wide. Set aside.; To Make Filling: Place the drained fruit mixture into a medium bowl, Stir in the sugar, cinnamon, cornstarch and flour; pour into the prepared pie pan. Dot with the remaining two tablespoons of butter. Arrange the pastry strips into a lattice top and crimp edges. In a small bowl, whisk together the egg yolk and teaspoon of water, and use a pastry brush to coat just the lattice strips--not the edges.; Bake in the preheated oven and bake for 25 minutes, until the crust begins to brown. Reduce the heat to 350 degrees F (175 degrees C) and bake for an additional 20 to 25 minutes. Remove from oven and let cool a bit before serving.",https://www.allrecipes.com/thmb/Fbhmw1D6to6-0NUDX-Mp7aiG7pU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/659299-550427baa3674c86bbd27f51d38843d0.jpg,1
936,Fresh Fruit Basket Cobbler,20 mins,20 mins,1 hrs,8,1 8x13-inch dish,"Preheat oven to 350 degrees F (175 degrees C). Spray an 8x13-inch baking dish with cooking spray.; In a large bowl, lightly mix together the peach, nectarine, and plum slices until well mixed, and toss with the cornstarch to dust the fruit. Pour in the currant jelly, apple pie spice, and white pepper, and lightly mix again with your hands to coat the fruit with the jelly and seasonings. Spread the fruit into the prepared baking dish.; Pop open the can of biscuits, and cut them in half. Arrange the biscuit dough halves on top of the fruit. Mix the sugar and cinnamon in a small bowl, and sprinkle the mixture evenly on the biscuit dough.; Bake in the preheated oven until the biscuits are golden brown, 20 to 25 minutes. Allow to cool on a rack for at least 20 minutes to let the dish set up.",https://www.allrecipes.com/thmb/M2HlzlgXhGsLA1Et3vSOTGcCRqM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8006984-bf67a91a3bc44dd98c519ead52c34f91.jpg,1
937,Summer Fruit Salad II,25 mins,,1 hrs 25 mins,12,6 cups,"Gently toss the watermelon, peach, nectarine, plum, blueberries, and grapes together in a large bowl. Sprinkle the coconut and cinnamon over the fruit mixture and lightly stir to mix. Cover the bowl with plastic wrap and chill in refrigerator at least 1 hour before serving. Top with whipped topping as desired.",https://www.allrecipes.com/thmb/UQvmLYw7EX-lT2TOlI9iiAtPI9s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/855858-e382c9d6dd754b209f2148664e4ba50c.jpg,3
938,KK's Three Fruit Cobbler,15 mins,25 mins,40 mins,8,1 9x13-inch dish,"Preheat oven to 350 degrees F (175 degrees C).; Spread the nectarine and plum pieces into the bottom of a 13x9-inch baking dish. Sprinkle the raspberries over the fruit. Whisk together the flour, white sugar, brown sugar, ginger, and cinnamon in a bowl; cut the butter into the flour mixture with a pastry cutter until it resembles coarse crumbs. Spread the crumb mixture evenly over the fruit and raspberries.; Bake in the preheated oven for 15 minutes, and turn the dish around in the oven for even cooking. Bake another 10 to 15 minutes; if crumb topping is pale, place dish under broiler for 1 to 3 minutes to brown.",https://www.allrecipes.com/thmb/5aveNqecKQUXL4JlDz8flnWmQlQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6889870-cd27a7daeaed44588951073256ec8b1f.jpg,1
939,Fresh Nectarine Cake with Blackberries,20 mins,45 mins,1 hrs 10 mins,8,1 9-inch cake,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 9-inch springform pan.; Beat butter in a large bowl with an electric mixer until creamy. Add sugar and salt gradually and mix in well. Add eggs one at a time, beating well after each addition.; Combine flour and baking powder, sift, and quickly beat into the batter on low speed. Thin batter with a little milk if needed. Pour batter into the prepared springform pan. Arrange nectarines and blackberries on top in a decorative pattern.; Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 45 minutes. Dust with confectioners' sugar and cool on a wire rack for 5 minutes. Run a table knife around the edges to loosen. Invert carefully onto a serving plate or cooling rack. Let cool completely.",https://www.allrecipes.com/thmb/_vXcgp6tLPtA9z-nwgJcU979ouI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5317700-9e40560acd12435e8f7077594d215815.jpg,1
940,Seven Layer Bars,15 mins,25 mins,1 hrs,36,3 dozen bar cookies,"Preheat the oven to 350 degrees F (175 degrees C).; Put butter in 13x9-inch baking pan and place in oven until melted. Swirl to coat bottom and sides with butter.; Spread graham cracker crumbs evenly over bottom of pan. Layer chocolate chips, butterscotch chips, and walnuts over crumbs. Pour condensed milk over walnuts and sprinkle with coconut.; Bake in preheated oven until edges are golden brown, about 25 minutes.; Cool and cut into 36 bars.; Melissa Goff; ",https://www.allrecipes.com/thmb/MkNzfjEr8-RiLviad5yBfVKGREU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3624058-seven-layer-bars-Melissa-Goff-1x1-1-940bf5eb079a473c808410eeea799a99.jpg,1
941,Nanaimo Bars,30 mins,,30 mins,16,1 8x8-inch pan,"In the top of a double boiler, combine 1/2 cup softened butter, cocoa powder, and sugar. Stir occasionally until melted and smooth. Beat in egg and stir until thick, 2 to 3 minutes.; Remove from the heat and mix in graham cracker crumbs, coconut, and almonds. Press into the bottom of an ungreased 8x8-inch pan.; For the middle layer, beat remaining 1/2 cup softened butter, heavy cream, and custard powder until light and fluffy. Mix in confectioners' sugar until smooth. Spread over the bottom layer in the pan. Chill to set.; While the second layer is chilling, melt semisweet chocolate and 2 teaspoons butter together in the microwave or over low heat.; Spread melted chocolate mixture over chilled bars. Let the chocolate set before cutting into squares.; Katie S; ",https://www.allrecipes.com/thmb/5sEqdE-X3SO53u3ljFRdNWH21dY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1100995-nanaimo-bars-Katie-S-1x1-1-a9a06039259843cda9d60bb81962081b.jpg,1
942,German Chocolate Cake Frosting,5 mins,15 mins,20 mins,12,,"Combine evaporated milk, brown sugar, butter, egg yolks, and vanilla in a saucepan over medium heat. Cook, stirring constantly, at a low boil until mixture turns a light caramel color and thickens, about 10 minutes.; Remove from heat and stir in coconut and pecans. Let cool to room temperature before spreading on cake.; Princess Bakerella; ",https://www.allrecipes.com/thmb/5ADF5-2CMJwLaRFRxXPaN86ihHc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7808001_original-2000-591d920d77ce44fd96b1b9c2e0476e4b.jpg,1
943,Frog Eye Salad,15 mins,20 mins,9 hrs 35 mins,10,,"Combine pineapple juice, sugar, eggs, flour, and 1/2 teaspoon salt in a saucepan. Stir and cook over medium heat until thickened. Remove from heat; stir in lemon juice. Let cool to room temperature, about 1 hour.; Bring a large pot of water to a boil; add oil and remaining 2 teaspoons salt. Add pasta and cook until al dente, 5 to 7 minutes. Drain and rinse under cold water.; Combine cooked pasta, cooled egg mixture, mandarin oranges, pineapple tidbits, crushed pineapple, and whipped topping in a large bowl; mix well. Refrigerate until chilled, 8 hours to overnight.; Before serving, add marshmallows and coconut; toss and serve.; ",https://www.allrecipes.com/thmb/6Bjcp-OSbc3kAfaeq_oVYtHuap0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/194018-6b2be415942242b0a315726aa7d7c59d.jpg,1
944,Gingerbread Cookie Frosting,10 mins,,10 mins,4,1/2 cup,"Sift confectioners' sugar into a small bowl. Stir in enough milk to make a smooth but not too runny consistency.; Divide mixture into small containers, depending on how many colors you want. Drop food coloring into each container, using as much food coloring as needed to create desired hues.",https://www.allrecipes.com/thmb/uYbbBE1GsfA-x13aN7Hng2Cq_7g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/11102-gingerbread-cookie-frosting-vat-4X3-3-8afc84c0770c420e953cc90b25419a1e.jpg,1
945,Coconut Poke Cake,30 mins,1 hrs,2 hrs,24,1 9x13-inch cake,"Prepare and bake white cake mix in a 9x13-inch dish according to package directions. While cake is still hot, poke holes with a utility fork all over the top.; Mix cream of coconut and sweetened condensed milk together in a bowl. Pour over the top of hot cake. Let cake cool completely.; Frost cake with whipped topping and cover with flaked coconut. Keep cake chilled in the refrigerator.; Dotdash Meredith Food Studios; ",https://www.allrecipes.com/thmb/IzjGCTWiOgCZG7VewXC9UCIFgr4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7994-coconut-poke-cake-ddmfs-1x1-0164-18209fb9127748329baf3d616bb7a228.jpg,3
946,Coconut Shrimp,15 mins,10 mins,55 mins,6,24 coconut shrimp,"Line a baking sheet with wax paper; set aside.; Whisk together 1/2 cup flour, beer, egg, and baking powder in a medium bowl until smooth. Place coconut and remaining 1/4 cup flour in 2 separate bowls.; One at a time, hold shrimp by the tail and dredge in flour, shaking off excess. Dip in beer batter; allow excess to drip off. Roll in coconut, then place on the prepared baking sheet. Refrigerate for 30 minutes.; Heat oil in a deep fryer or large skillet to 350 degrees F (175 degrees C).; Working in batches, fry shrimp in hot oil, turning once, until golden brown, 2 to 3 minutes. Use tongs to remove shrimp to paper towels to drain.; jenniwun; ",https://www.allrecipes.com/thmb/qkk1jBOd80syrt-Di5eSAZf0F5c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3494547-coconut-shrimp-i-jenniwun-1x1-1-10dc2599b63547f0a6072adf1e09475a.jpg,3
947,Chia Coconut Pudding with Coconut Milk,10 mins,,30 mins,6,,"Whisk together sweetened and unsweetened coconut milks, agave nectar, vanilla extract, cinnamon, and salt in a bowl; stir in chia seeds. Allow mixture to soak until thickened, at least 20 minutes, or cover the bowl with plastic wrap and refrigerate overnight.; Stir pudding and top with strawberries.",https://www.allrecipes.com/thmb/czPezcrvRaJlIWQplBp8xyhtLbc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5352615-chia-coconut-pudding-with-coconut-milk-Buckwheat-Queen-4x3-1-21f63206865841b480e600aa29262c3f.jpg,3
948,Tembleque Puerto Rican Coconut Pudding,10 mins,5 mins,3 hrs 15 mins,6,6 4-ounce servings,"Stir together coconut milk, sugar, and salt in a saucepan. Spoon 3 to 4 tablespoons coconut milk mixture into a small bowl and stir in cornstarch until dissolved; pour into the saucepan. Bring mixture to a boil while stirring constantly; cook until smooth and thick, about 5 minutes.; Pour into molds, cover each with plastic wrap, and refrigerate until cold and firm, 3 hours to 2 days.; Run a thin knife around the edges of each mold; invert onto serving plates. Garnish tops with cinnamon.",https://www.allrecipes.com/thmb/r4w03hJwGeUhmJBUGmIzdCMK4CA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5412888-tembleque-puerto-rican-coconut-pudding-Cindylee-Bloomer-4x3-1-dcdbed803c984abe99c4db33846c3811.jpg,1
949,Oatmeal Chocolate Coconut Macaroons,15 mins,5 mins,20 mins,15,15 macaroons,"Mix together oats, coconut, and cocoa powder in a large bowl.; Bring sugar, butter, and milk to a boil in a saucepan, stirring occasionally; remove immediately from heat and stir into oat mixture until well combined.; Drop 15 spoonfuls of dough onto a sheet of waxed paper. Let cool completely at room temperature before serving.",https://www.allrecipes.com/thmb/oyH9PKzDRB7F3u840aRMRvvZUBE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2953418-efca235071dd4eebbbdf594177c848c0.jpg,1
950,No-Bake Chocolate Coconut Cookies,10 mins,10 mins,20 mins,24,24 cookies,"Line a baking sheet with waxed paper.; Mix oats and coconut in a large bowl until thoroughly combined.; Stir together sugar, cocoa powder, milk, and margarine in a saucepan over medium heat until smooth. Bring to a boil and cook, stirring constantly, for 2 minutes. Pour over oats and coconut; mix quickly to coat.; Drop tablespoonfuls onto the prepared baking sheet. Let cookies cool and harden, then store in an airtight container.",https://www.allrecipes.com/thmb/gQ9KFZTm1XAhzY0LmBl0Jyl3fP0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1001473-71407d83ebf64a7e8cdbc67c4352a80f.jpg,1
951,Irish Potato Candy,20 mins,,30 mins,60,5 dozen,"Beat cream cheese and butter together in a large bowl until smooth. Add confectioners' sugar and vanilla; beat until smooth. Mix in flaked coconut.; Roll mixture into balls or potato shapes; roll balls in cinnamon. Place onto a cookie sheet and chill to set, at least 10 minutes. If desired, roll potatoes in cinnamon again for a darker color.",https://www.allrecipes.com/thmb/rXw3vwFLwWgAdR3G1pirRanzy_o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4519478-irish-potato-candy-ReadMyLips26-4x3-1-632402e381a9484bbca56c986163196e.jpg,1
952,Incredibly Delicious Italian Cream Cake,30 mins,30 mins,1 hrs 25 mins,12,1 3-layer,"Preheat the oven to 350 degrees F (175 degrees C). Grease three 9-inch round cake pans.; Make the cake: Combine buttermilk and baking soda together in a small bowl; set aside.; Beat butter, shortening, and sugar together in a large bowl with an electric mixer until light and fluffy. Mix in eggs, buttermilk mixture, vanilla, coconut, baking powder, and flour; stir until just combined. Pour batter into the prepared pans.; Bake in the preheated oven until a toothpick inserted into the center of the cake comes out clean, 30 to 35 minutes. Cool in the pans for 5 minutes; transfer to a wire rack and let cool completely, 20 to 25 minutes.; Make the frosting (while cakes are cooling): Beat cream cheese, butter, vanilla, and confectioners' sugar in a medium bowl with an electric mixer until light and fluffy. Beat in cream, a little at a time, to attain the desired consistency. Stir in walnuts and coconut. Spread frosting between the cake layers and on the top and sides of cooled cake.; Yoly; ",https://www.allrecipes.com/thmb/K6c5zMcr5nq5rb75NlIE_LOGSPs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2556678-incredibly-delicious-italian-cream-cake-Yoly-1x1-2-51735f4035424c1491bb635b26d6d1b1.jpg,1
953,Coconut Custard Pie,10 mins,40 mins,50 mins,8,1 9-inch pie,"Preheat the oven to 350 degrees F (175 degrees C).; Beat together sugar, butter, and eggs in a large bowl with an electric mixer on low speed. Blend in flour. Mix in milk, 1/2 cup at a time. Add 1 cup coconut flakes and vanilla; mix well.; Pour filling into unbaked pie crust. Sprinkle top with 1 tablespoon coconut flakes.; Bake in the preheated oven until filling is set, 40 to 50 minutes.",https://www.allrecipes.com/thmb/C8wyNPQ7ILUI_--YRfoPfRzgiSQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6577978-ffb7030ca14f4faf81ffd10cf9374cf3.jpg,1
954,Air Fryer Coconut Shrimp,30 mins,15 mins,45 mins,6,,"Stir together flour and pepper in a shallow dish. Lightly beat eggs in a second shallow dish. Stir together coconut and panko in a third shallow dish.; Working one at a time, dredge shrimp in flour mixture; shake off excess. Dip floured shrimp in egg; allow any excess to drip off. Finally, dredge in coconut mixture, pressing to adhere. Place shrimp on a plate. Coat shrimp well with cooking spray.; Preheat the air fryer to 400 degrees F (200 degrees C). Place 1/2 of the shrimp in the air fryer and cook about 3 minutes. Turn shrimp over and continue cooking until golden, about 3 minutes more. Season with 1/4 teaspoon salt. Repeat with remaining shrimp.; Meanwhile, whisk together honey, lime juice, and serrano chile in a small bowl.; Sprinkle fried shrimp with cilantro and serve with honey-lime dip.; ",https://www.allrecipes.com/thmb/rCfl4Slgz4H2LoOB9-fmU8Ud6OU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6896653-dfeab875c6884a92ae0015a9cfccd069.jpg,3
955,Chococonut Chip Cookies,10 mins,10 mins,20 mins,72,6 dozen,"Preheat the oven to 375 degrees F (190 degrees C).; Beat butter, white sugar, and brown sugar together with an electric mixer in a large bowl until light and fluffy. Beat first egg into butter mixture. Beat second egg into mixture along with vanilla extract.; Combine flour, baking soda, and salt together in a separate bowl; stir into butter mixture until just combined. Fold in chocolate chips and coconut. Drop spoonfuls of dough 2 inches apart onto ungreased cookie sheets.; Bake in the preheated oven until edges are golden, about 8 to 10 minutes. Cool on the cookie sheets briefly before removing to a wire rack to cool completely.",https://www.allrecipes.com/thmb/hssY-4-6zBmILi5Z6FnSQUcPfgE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1478369-8e637c60e6f54101ab3c705cf97e77f0.jpg,1
956,Five Flavor Pound Cake,25 mins,1 hrs 35 mins,2 hrs 10 mins,14,1 10-inch tube pan,"Preheat the oven to 325 degrees F (165 degrees C). Grease a 10-inch tube pan.; Combine flour and baking powder in a medium bowl; set aside. Combine milk and extracts in a liquid measure; set aside.; Cream sugar, butter, and shortening in a large bowl with an electric mixer until light and fluffy. Add eggs one at a time, beating well after each addition. Beat in flour mixture alternately with milk mixture in batches, beginning and ending with flour mixture. Spoon mixture into the prepared pan.; Bake in the preheated oven until a toothpick inserted into the center comes out clean, 1 1/2 to 1 3/4 hours. Cool in the pan on a wire rack for 10 minutes.; While cake is cooling, make glaze: Combine sugar, water, and extracts in a saucepan. Bring to a boil, stirring until sugar is dissolved.; Turn cake out onto the wire rack. Place waxed paper under the rack to catch glaze drippings. Slowly spoon glaze over the top of hot cake. Cool completely.",https://www.allrecipes.com/thmb/CPL-UM4ircL5szxcYmPQT0SHyK0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/659109-2ea48f7a0d364bfeaef57a6198deb119.jpg,1
957,Moist Carrot Cake,30 mins,40 mins,1 hrs 10 mins,12,1 9x13-inch pan,"Preheat the oven to 325 degrees F (165 degrees C). Grease and flour a 9x13-inch pan.; Combine flour, cinnamon, baking powder, baking soda, and salt together in a large bowl; set aside.; Mix sugar, oil, and eggs together in a separate bowl. Beat in flour mixture. Stir in carrots, pineapple, coconut, and walnuts. Pour cake batter into the prepared pan.; Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 35 to 40 minutes. Allow to cool.",https://www.allrecipes.com/thmb/Ak-ltrmc4NGNMe-K3G0LwtyKXWA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3513698-c56d1637a134410e9ff2649c35b37f55.jpg,1
958,Impossible Coconut Pie,10 mins,40 mins,55 mins,8,1 9-inch pie,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 9-inch pie plate.; Combine milk, sugar, baking mix, butter, eggs, and vanilla in blender; blend on low speed for 3 minutes. Pour into the prepared pie plate and let stand for 5 minutes. Sprinkle coconut over top.; Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 40 minutes. Serve warm.",https://www.allrecipes.com/thmb/d_BIQusX_hgUY_zV4vcY90jAlFg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/260461-e11bb4ea892d408294b1e2a0c98be307.jpg,1
959,Ginataang Manok (Chicken Cooked in Coconut Milk),5 mins,50 mins,55 mins,6,,"Heat oil in a large skillet over medium heat and stir in ginger. Cook and stir until fragrant and lightly browned. Remove ginger and set aside.; Season chicken with salt and pepper. Place chicken in the same skillet over medium-high heat without crowding. Cook until chicken is lightly brown on all sides.; Return ginger to the skillet and add coconut milk. Bring to a boil, then cover with the lid tilted to allow steam to escape. Reduce heat to medium-low and simmer, stirring occasionally, until chicken is no longer pink at the bone, about 30 minutes.; Stir in spinach and simmer uncovered until spinach is warmed through, 8 to 12 minutes. Season with salt and pepper.",https://www.allrecipes.com/thmb/YBQc8FKa9evv43ypRe_--oCIeZI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4506061-b07d5b44aa454bc98d0285ce5f8d435b.jpg,3
960,Coquito,5 mins,10 mins,8 hrs 15 mins,10,,"Combine evaporated milk and egg yolks in the top of a double boiler over simmering water. Cook over the simmering water, stirring constantly, until mixture is thick enough to coat the back of a spoon, and reaches a temperature of 160 degrees F (71 degrees C).; Transfer mixture to a blender. Add cream of coconut, sweetened condensed milk, rum, water, vanilla, cinnamon, and cloves; blend until combined, about 30 seconds.; Pour into glass bottles and chill 8 hours to overnight before serving.; Oana Ennis/Allrecipes; ",https://www.allrecipes.com/thmb/J5Xqu5mA4P2Q68aThs74VJlQ30A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/44187-coquito-vat-4X3-1-8bf148c0ff1a4a5b88660a66c28aa05d.jpg,3
961,Maja Blanca,15 mins,1 hrs 10 mins,2 hrs 55 mins,12,12 slices,"Make the latik: Bring coconut milk to a boil in a saucepan over medium heat. Cook, stirring constantly, until oil begins to separate from the milk, about 30 minutes. Skim and reserve oil in a bowl.; Reduce the heat to medium-low and add sugar; continue to cook and stir until milk becomes brown and crumbly, about 30 minutes. Remove from the heat and set aside to cool.; Grease an 8-inch mold or pie pan with reserved coconut oil.; Make the pudding: Heat coconut milk, cream-style corn, cornstarch, sugar, and corn kernels in a saucepan over medium heat, stirring constantly, until thickened, about 5 minutes. Pour corn mixture into the prepared mold. Cool for 30 minutes, then refrigerate until chilled, at least 1 hour.; Invert pudding carefully onto a serving plate and cut into 12 slices. Sprinkle latik over each slice.",https://www.allrecipes.com/thmb/BeveLHwlgds1cVM7-2YJXXqrUsE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2790899-75b706ccb690440a817d00743d2a560e.jpg,1
962,Oatmeal Chocolate Coconut Chewy,,,,30,5 dozen,"Preheat oven to 375 degrees F (190 degrees C).; In a large bowl, cream together the butter, brown sugar and white sugar until smooth. Beat in the eggs one at a time, then stir in the milk and vanilla. Combine the flour, baking soda and salt; stir into the sugar mixture until well blended. Stir in the oats, chocolate chips. walnuts and coconut until evenly distributed. Drop by rounded tablespoons onto ungreased cookie sheet.; Bake 10 to 12 minutes in the preheated oven for a chewy cookie or 14 minutes for a firmer cookie.; Cool for 1 minute on the cookie sheet and then remove to wire rack. Cool completely and then store in tightly sealed container.; ",https://www.allrecipes.com/thmb/VXLXH5i5ZXeWVJFKuu128b7p8gA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4943704-440d093c8473498fb00fd2bb1a0ca8b9.jpg,1
963,Hello Dollies I,15 mins,30 mins,45 mins,24,2 dozen,"Preheat oven to 325 degrees F (165 degrees C).; Combine the graham cracker crumbs, sugar and melted butter. Press into the bottom of an 9x9 inch baking pan. Layer the chocolate chips, coconut and pecans over the crumbs. Pour the sweetened condensed milk over the top.; Bake at 325 degrees F (165 degrees C) for 25 to 30 minutes. Let cool and cut into squares.; ",https://www.allrecipes.com/thmb/LX7doRc_ewaHdb8j3hQ1qE-xo-Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/818163-8dc4a5a7b558434bb558ad3ea597bd60.jpg,1
964,Haystacks I,,,,24,4 dozen,"In a saucepan bring sugar, cocoa, milk and butter or margarine to a boil. Remove from heat.; Stir in oats, coconut, nuts and salt. Drop quickly from teaspoon on wax paper. Let cool.",https://www.allrecipes.com/thmb/IDlt1iHS0l7IdB-gKhcn_NdJx5M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9891-haystacks-i-vat-2119-4x3-1-52a2d546813743958c542b97e20881d1.jpg,1
965,Cream Cheese Fruit Salad,15 mins,,1 hrs 15 mins,8,8 servings,"Beat the cream cheese and sugar together in a large bowl. On high speed, beat in the whipped topping. Fold in the bananas, pineapple, fruit cocktail, apple, and coconut. If desired, mix in the maraschino cherries, pecans, and raisins. Pour the salad into a serving bowl, and chill 1 hour before serving.",https://www.allrecipes.com/thmb/Jxf9fOspeG37h-0Zn3YMPzwv25A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4463976-760a09d107f04bd3865cfa3554416523.jpg,1
966,Coconut Oil Popcorn,5 mins,5 mins,10 mins,2,2 large servings,"Place popcorn and oil in a 3-quart pot over medium heat and cover the pot with a lid. Shake the pot constantly as popcorn pops. When popping slows to a few seconds in-between pops, after about 3 to 5 minutes, remove pot from heat and pour popcorn into a large bowl. Season with sea salt.",https://www.allrecipes.com/thmb/SJSbFVjT_x3KEA29mmX_VHd5_uQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3598265-58680f01b1c541af8721b76c7b40b1cf.jpg,3
967,Thirty Day Friendship Cake,1 hrs,1 hrs,19 days 19 hrs 2 mins,48,2 9x13-inch cakes,"Day One: In a large glass jar or bowl, combine 2 cups of the starter with 1 can of the sliced peaches and their juice (each slice chopped into 4 pieces). Add 2 1/2 cups of the white sugar and stir once every day for 10 days. When not stirring mixture, keep it covered with a paper towel, foil, or a loose lid. Let sit at room temperature. Don't refrigerate it or cover it airtight. A pan of water underneath the jar or bowl will keep the ants out.; Day Ten: Add 1 can of chunk pineapple and its juice. Cut each chunk of pineapple in half. Stir in 1/2 cup of white sugar. Stir once everyday for 10 days. The color should change, and the mixture should foam when stirred.; Day Twenty: Slice each cherry in half, and stir in. Add 2 1/2 cups of the white sugar. Stir once every day for the final 10 days. The cherries will give the juice back its pinkish color.; Day Thirty: Drain fruit and reserve it and the liquid. The fruit will be used in the cake. Pour the liquid into 3 glass or ceramic pint jars. One for you to start your next cake, and two for friends. Cake must be started within 3 days after receiving the starter, or you should freeze the starter to use at a later date. Do not use plastic or metal containers to store liquid!; Preheat oven to 325 degrees F (165 degrees C). Grease and flour two 9x13-inch baking pans.; It's best to mix the two cakes separately. Combine 1 box of the cake mix, 1 box of the instant vanilla pudding, 2/3 cup of the vegetable oil, and 4 of the eggs. Stir, then add 1/2 of the drained reserved fruit from the starter. Stir, then add 1 cup of the golden raisins, 1 cup of the chopped nuts and 1 cup of the coconut. Stir until all ingredients are combined. The batter will be stiff. Pour batter into the prepared cake pan. Repeat for cake number two.; Bake cakes at in the preheated oven for 55 to 65 minutes.",https://www.allrecipes.com/thmb/yilbrwEezoW66RBh0JJAkM9anic=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1042293-f6bc5a40ee1d481b881bedae373e0458.jpg,1
968,Granola Bars,15 mins,25 mins,1 hrs 40 mins,8,,"Preheat the oven to 325 degrees F (165 degrees C). Grease a 9-inch square baking dish.; Spread oats and coconut evenly across a baking sheet.; Toast oats and coconut in the preheated oven until browned, about 10 minutes; transfer to a large mixing bowl.; Mix honey, peanut butter, vanilla, and salt in a saucepan over medium-low heat. Cook and stir until smooth. Pour honey mixture over oats and coconut. Stir to coat. Spread mixture evenly into the prepared baking dish.; Bake in the preheated oven until beginning to dry, about 15 minutes for crunchy granola bars, less if you like them chewy. Cool completely before cutting.; ",https://www.allrecipes.com/thmb/JgqrNTiFmW2xT6jmf71_3eHcVOA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1038134-fbc534b471a34b0e9147c2fcbd281ed5.jpg,1
969,Earthquake Cake II,,,,24,1 - 9x13 inch pan,"Preheat oven to 350 degrees F (175 degrees C). Lightly grease the bottom and sides of one 9 x 13 inch baking pan.; Layer coconut and pecans in the bottom of pan.; Prepare cake mix according to package instructions and pour over pecans and coconut.; Combine cream cheese, butter or margarine, vanilla and confectioners sugar and beat until smooth. Pour over cake mix.; Bake at 350 degrees F (175 degrees C) for 30 minutes. Toothpick will not come out clean.",https://www.allrecipes.com/thmb/yGP1DFqCgaFW7tPHrpyanltLpyE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4103280-0ba7dfcaa1e244c7b44e24a82680a9d9.jpg,1
970,Coconut Jasmine Rice,5 mins,25 mins,30 mins,6,,"Stir coconut milk, water, sugar, and salt together in a saucepan over medium heat until sugar dissolves.; Add rice and bring to a boil. Cover the saucepan, reduce the heat to low, and simmer until rice is tender and liquid is absorbed, 18 to 20 minutes.",https://www.allrecipes.com/thmb/zLaCSeQn5T8Vc4TB_9ZK8eWTSlM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8284095-coconut-jasmine-rice-Pasquale-4x3-1-c89e1cef73f3469c862b96bf09ee31aa.jpg,1
